epoch,0,test_loss,2.304611669921875,test_acc,8.77,correct,877
epoch,1,test_loss,0.27239192504882814,test_acc,91.97,correct,9197
epoch,2,test_loss,0.19889693756103516,test_acc,93.95,correct,9395
epoch,3,test_loss,0.1586493438720703,test_acc,95.09,correct,9509
epoch,4,test_loss,0.1358153434753418,test_acc,95.99,correct,9599
epoch,5,test_loss,0.12285636672973632,test_acc,96.14,correct,9614
epoch,6,test_loss,0.11145003051757812,test_acc,96.5,correct,9650
epoch,7,test_loss,0.10200971374511719,test_acc,96.88,correct,9688
epoch,8,test_loss,0.09475651206970215,test_acc,97.16,correct,9716
epoch,9,test_loss,0.08943700942993164,test_acc,97.25,correct,9725
epoch,10,test_loss,0.08453196716308593,test_acc,97.44,correct,9744
epoch,11,test_loss,0.0816402458190918,test_acc,97.48,correct,9748
epoch,12,test_loss,0.07970074195861816,test_acc,97.59,correct,9759
epoch,13,test_loss,0.07680264511108398,test_acc,97.69,correct,9769
epoch,14,test_loss,0.07320197944641113,test_acc,97.79,correct,9779
epoch,15,test_loss,0.0728735466003418,test_acc,97.82,correct,9782
epoch,16,test_loss,0.07114428825378417,test_acc,97.79,correct,9779
epoch,17,test_loss,0.07098251609802246,test_acc,97.87,correct,9787
epoch,18,test_loss,0.06892123222351074,test_acc,97.91,correct,9791
epoch,19,test_loss,0.06699133110046386,test_acc,97.91,correct,9791
epoch,20,test_loss,0.0629601448059082,test_acc,98.08,correct,9808
epoch,0,test_loss,0.06296014175415039,test_acc,98.08,correct,9808
epoch,1,test_loss,0.07814410018920899,test_acc,97.55,correct,9755
epoch,2,test_loss,0.07993579711914063,test_acc,97.46,correct,9746
epoch,3,test_loss,0.08328530197143555,test_acc,97.4,correct,9740
epoch,4,test_loss,0.08635016555786133,test_acc,97.36,correct,9736
epoch,5,test_loss,0.08719942131042481,test_acc,97.3,correct,9730
epoch,6,test_loss,0.0903256908416748,test_acc,97.17,correct,9717
epoch,7,test_loss,0.0906351593017578,test_acc,97.15,correct,9715
epoch,8,test_loss,0.09315236549377441,test_acc,97.19,correct,9719
epoch,9,test_loss,0.09854753875732422,test_acc,96.97,correct,9697
epoch,10,test_loss,0.1024021209716797,test_acc,96.9,correct,9690
epoch,11,test_loss,0.10397719421386718,test_acc,96.88,correct,9688
epoch,12,test_loss,0.10681370010375976,test_acc,96.85,correct,9685
epoch,13,test_loss,0.10806183319091797,test_acc,96.8,correct,9680
epoch,14,test_loss,0.11245796585083008,test_acc,96.84,correct,9684
epoch,15,test_loss,0.11007650604248047,test_acc,96.84,correct,9684
epoch,16,test_loss,0.11913672790527344,test_acc,96.73,correct,9673
epoch,17,test_loss,0.11844950790405273,test_acc,96.73,correct,9673
epoch,18,test_loss,0.12016000213623047,test_acc,96.64,correct,9664
epoch,19,test_loss,0.1256528533935547,test_acc,96.63,correct,9663
epoch,20,test_loss,0.12822080535888672,test_acc,96.54,correct,9654
epoch,0,test_loss,0.12822080993652343,test_acc,96.54,correct,9654
epoch,1,test_loss,0.16288462829589845,test_acc,95.01,correct,9501
epoch,2,test_loss,0.17904437713623048,test_acc,94.68,correct,9468
epoch,3,test_loss,0.18841583862304687,test_acc,94.49,correct,9449
epoch,4,test_loss,0.20061119384765624,test_acc,94.23,correct,9423
epoch,5,test_loss,0.20976907958984375,test_acc,93.95,correct,9395
epoch,6,test_loss,0.2217233917236328,test_acc,93.69,correct,9369
epoch,7,test_loss,0.23036065216064452,test_acc,93.38,correct,9338
epoch,8,test_loss,0.24336134185791017,test_acc,93.08,correct,9308
epoch,9,test_loss,0.2391976516723633,test_acc,93.26,correct,9326
epoch,10,test_loss,0.26250027465820314,test_acc,92.78,correct,9278
epoch,11,test_loss,0.2697641662597656,test_acc,92.6,correct,9260
epoch,12,test_loss,0.2755220001220703,test_acc,92.56,correct,9256
epoch,13,test_loss,0.2893947235107422,test_acc,92.36,correct,9236
epoch,14,test_loss,0.30240216217041016,test_acc,92.01,correct,9201
epoch,15,test_loss,0.3209562088012695,test_acc,91.69,correct,9169
epoch,16,test_loss,0.2977851623535156,test_acc,92.23,correct,9223
epoch,17,test_loss,0.3195834777832031,test_acc,91.7,correct,9170
epoch,18,test_loss,0.34140884094238283,test_acc,91.17,correct,9117
epoch,19,test_loss,0.35181090087890626,test_acc,91.16,correct,9116
epoch,20,test_loss,0.3650799255371094,test_acc,90.86,correct,9086
